,artist_name,track_name
12257,keith urban,the fighter
20690,romare,who to love?
21870,sublime,superstar punani
8360,dolly parton,the mystery of the mystery
19516,dave koz,the bright side
19241,the pharcyde,hey you
18381,dexter wansel,the sweetest pain
24813,survivor,i can't hold back
26779,the killers,the way it was
3118,china crisis,black man ray
22255,cultura profética,pal’ río tanamá
22860,spawnbreezie,oh my goodness ft. big steve
15450,lee dorsey,holy cow
12722,ray charles,the right time
8504,waylon jennings,bob wills is still the king
8037,jim reeves,i've lived a lot in my time
12558,ella fitzgerald,i concentrate on you
14571,al green,true love
481,johnny burnette,you're sixteen
10722,alan jackson,"tall, tall trees"
13729,ted nugent,magic party
26671,tame impala,i don't really mind
14597,bad company,hold on my heart
15281,muddy waters,close to you
14751,chris rea,driving home for christmas
4141,phish,down with disease
4014,sarah mclachlan,elsewhere
17756,tony bennett,if i ruled the world
15969,tinariwen,tamatant tilay
18817,basia,drunk on love
17731,dean martin,you'll always be the one i love
26751,chevelle,face to the floor
21547,pat kelly,how long
15155,manfred mann,it's so easy falling
4909,papa roach,between angels and insects
25011,david bowie,within you
7209,carl smith,hang your head in shame
231,shirley bassey,i've got you under my skin
20808,lester nowhere,balcony
14388,krokus,ready to burn
5177,john mayer,come back to bed
26166,audioslave,cochise
24154,boston,more than a feeling
1869,sweet,no you don't
25528,aerosmith,amazing
23068,tribal seeds,undercover lover (feat. gonzo)
3665,bad religion,sanity
17749,vince guaraldi trio,thanksgiving theme
20673,suff daddy,macrowave
8976,firefall,baby
4776,colin hay,waiting for my real life to begin
1383,three dog night,eli's coming
435,del shannon,the search
16022,the jeff healey band,like a hurricane
4158,nofx,perfect government
3142,starship,tomorrow doesn't matter tonight
6280,demi lovato,heart attack
12980,ella fitzgerald,it's a blue world
12652,muddy waters,louisiana blues
9425,america,inspector mills
22287,the expendables,drift away
692,the searchers,sweets for my sweet
10384,vince gill,love never broke anyone's heart
13492,jethro tull,my god
14725,phish,wilson
10786,tracy lawrence,from what we give
11533,george strait,he must have really hurt you bad
25755,incubus,deep inside
1831,michael jackson,with a child's heart
14311,krokus,long stick goes boom
12017,charlie farley,exposed
13417,eric clapton,lonesome and a long way from home
14428,blue öyster cult,veins
4846,missy elliott,get ur freak on
24771,black flag,black coffee
25578,eagles,please come home for christmas
26722,pop evil,boss's daughter
18654,yes,leave it
1746,abba,love isn't easy (but it sure is hard enough)
15423,jerry garcia,space jam
9336,pure prairie league,still right here in my heart
4722,savage garden,i knew i loved you
6136,meek mill,amen (feat. drake)
16889,the wood brothers,one drop of truth
27966,epmd,gold digger
8845,johnny cash,give it away
27222,magic giant,window
2078,ambrosia,runnin' away
26937,current joys,blondie
2685,electric light orchestra,rain is falling
3059,new edition,lost in love
28091,lil yachty,x men
597,"peter, paul and mary",if i had a hammer
7661,tammy wynette,alive and well
13816,alice cooper,going home
9486,richard thompson,how i wanted to
8612,mickey gilley,she's pulling me back again
4122,glass tiger,don't forget me (when i'm gone)
18070,stan getz,night and day
15560,susan tedeschi,i fell in love
12272,blake shelton,straight outta cold beer
20955,alton ellis,let him try
25754,live,turn my head
8935,little feat,all that you dream
25173,lou reed,romeo had juliette
19759,steve tyrell,i've got a crush on you
1373,buddy holly,love is strange
13262,jimi hendrix,may this be love
14272,steve miller band,while i'm waiting
6912,drake,in my feelings
22631,one drop,don't you know
456,the everly brothers,muskrat
13660,al green,the city
2006,the miracles,city of angels
15866,john hammond,don't start me talking
18219,minnie riperton,adventures in paradise
6722,the weeknd,true colors
6908,post malone,stay
16291,james leg,drinking too much
16204,grace potter & the nocturnals,colors
20252,stacey kent,a fine romance
20521,tony bennett,it don't mean a thing (if it ain't got that swing)
2045,bob dylan,goin' to acapulco
26284,godsmack,voices
15733,irma thomas,two winters long
1745,bob dylan,lily of the west
8047,marty robbins,i'll have to make some changes
16131,band of skulls,dull gold heart
26395,muse,supermassive black hole
10825,john anderson,seminole wind
5898,demi lovato,you're my favorite song
5690,will.i.am,i like to move it
13505,rory gallagher,i'm not awake yet
3679,jan & dean,dead man's curve
23571,the kingston trio,"oh, yes, oh!"
6995,daniel caesar,superposition
18033,jeff beck,sugar cane
22876,katastro,angels (live in studio)
27892,radioinactive,left handed cigarettes
15907,the black angels,the prodigal sun
6934,88rising,midsummer madness
15641,doyle bramhall,life by the drop
24088,elton john,(gotta get a) meal ticket
21527,ub40,watchdogs
17821,joe pass,nobody else but me
24812,quiet riot,bang your head (metal health)
6789,louis the child,love is alive
6453,jaymes young,habits of my heart
24075,elton john,tower of babel
3854,paula abdul,the promise of a new day
2289,wire,mercy
15535,grand funk railroad,into the sun
10731,tim mcgraw,she never lets it go to her heart
26696,hollywood undead,i don’t wanna die
11839,old 97's,every night is friday night (without you)
26191,a perfect circle,vanishing
14731,colin james,why'd you lie?
13485,uriah heep,high priestess
23434,ronnie self,big fool
20684,meshuggah,monstrocity
28365,nappy roots,country boyz
17460,sarah vaughan,whatever lola wants (lola gets)
20461,tesseract,of matter
8091,waylon jennings,foolin' around
1603,gilbert o'sullivan,too much attention
18464,gary bartz,need your love
11875,joe nichols,take it off
11328,the allman brothers band,old before my time
27184,phil wickham,the secret place
3858,ned's atomic dustbin,grey cell green
27252,milky chance,cocoon
22295,shaggy,get my party on
24510,ac/dc,breaking the rules
9376,michael martin murphey,love affairs
9197,alabama,keep on dreamin'
14498,denise lasalle,"right place, right time"
27641,j-kwon,do the stevie
13419,mc5,call me animal
9387,ricky skaggs,hallelujah i'm ready
10629,the tractors,settin' the woods on fire
23236,vybz kartel,bet mi money
11008,the mavericks,things i cannot change
25833,godsmack,immune
22601,mike pinto,surf tune
14070,the doobie brothers,no stoppin' us now
5299,rise against,give it all
2845,oingo boingo,grey matter
23151,bumpin uglies,bad decisions
14200,the action,in my lonely room
25707,rage against the machine,people of the sun
16589,blues saraceno,when the devil calls
11724,billy currington,walk on
11721,the avett brothers,st. joseph's
2416,the jam,thick as thieves
27503,brand nubian,play it cool
9988,asleep at the wheel,walking the floor over you
22142,long beach dub allstars,my own life
21308,bob marley & the wailers,real situation
20347,between the buried and me,parallax
20935,snarky puppy,bardis
23560,the ventures,gringo
15796,lavern baker,i cried a tear
14952,alice cooper,wind-up toy
6604,halsey,castle
5345,say anything,a walk through hell
22036,g. love & special sauce,making amends
19254,the pharcyde,the e.n.d.
12492,ella fitzgerald,but not for me
6353,aurora,runaway
6518,kelly clarkson,piece by piece
4323,montell jordan,this is how we do it
19604,dinah shore,i'll walk alone
9267,david allan coe,pledging my love
27019,egypt central,citizen radio
84,the clovers,devil or angel
27831,eisvoleas,ichokratoria zontana (soundacracy)
11045,my morning jacket,if all else fails
7126,jean shepard,hello old broken heart
23927,john lennon,how do you sleep?
23388,popcaan,traumatized
14444,the fall,copped it
22911,cultura profética,¿qué será? / ritmo que pesa / suelta los amarres / revolución en estéreo / lo de más
8697,dan fogelberg,old tennessee
10823,johnny cash,rusty cage
13473,jethro tull,cross-eyed mary
10775,bruce cockburn,pacing the cage
3957,greg brown,just by myself
21322,ub40,madam medusa
5113,nick cannon,gigolo (feat. r. kelly)
21770,lucky dube,together as one
16269,possessed by paul james,color of my bloody nose
7088,johnny cash,the loving gift
26642,bring me the horizon,crucify me
9421,eddie rabbitt,you and i
2798,the go-go's,he's so strange
23543,sam cooke,just for you
24590,dionne warwick,heartbreaker
27965,del the funky homosapien,mistadobalina
15278,santana,freeway
22746,audiodub,tahoe
6500,mac miller,brand name
17549,shirley bassey,till
28045,big daddy kane,'nuff respect
8468,stephen stills,the love gangster
10829,trace adkins,(this ain't) no thinkin' thing
929,chad & jeremy,yesterdays gone
27815,reks,unlearn
17889,roberta flack,compared to what
1338,scott walker,if you go away
5104,switchfoot,this is your life
293,the flamingos,"music, maestro, please!"
19390,hieroglyphics,del
21326,toyan,bully dread
25533,tool,undertow
9203,willie nelson,i guess i've come to live here in your eyes
10482,tim mcgraw,tears in the rain
1054,the mamas & the papas,no salt on her tail
25300,alice in chains,i can't remember
1251,the millennium,i'm with you
5518,garbage,#1 crush
4115,brian hyland,sealed with a kiss
5033,the all-american rejects,"swing, swing"
11361,lil wyte,blame it on da bay
1202,harry belafonte,a day in the life of a fool
709,the cascades,rhythm of the rain
28011,loon,hey woo
19129,michael franks,how i remember you
20171,the dear hunter,this beautiful life
5193,breaking benjamin,rain
12708,billie holiday,violets for your furs
18512,slave,funkentown
13876,bonnie raitt,three time loser
13025,fats domino,your cheatin' heart
3948,tracy chapman,matters of the heart
19381,nuyorican soul,runaway
12045,gord bamford,when your lips are so close
2782,the sound,where the love is
23217,pepper,the invite
1755,the beach boys,all summer long
25597,korn,clown
20799,jordan rakei,nerve
7137,johnny horton,i got a hole in my pirogue
23614,the ventures,mexico
9638,kenny rogers,crazy
17807,charlie palmieri,sandstorm
28007,black rob,pd world tour (feat. puff daddy)
13459,john lee hooker,sittin' here thinkin
13775,ted nugent,stormtroopin'
1288,laura nyro,eli's comin'
3364,guadalcanal diary,litany (life goes on)
9691,kenny rogers,love is what we make it
6091,mac miller,smile back
26139,system of a down,boom!
10903,george strait,round about way
24001,david bowie,watch that man
1495,simon & garfunkel,"so long, frank lloyd wright"
5472,cute is what we aim for,the curse of curves
4468,changing faces,g.h.e.t.t.o.u.t.
3987,mary j. blige,my love
27119,rainbow kitten surprise,cold love
24240,styx,queen of spades
26617,arctic monkeys,my propeller
25049,the smiths,unhappy birthday
1404,"peter, paul and mary",going to the zoo
27020,shane & shane,you're beautiful
12288,russell dickerson,billions
3563,tears for fears,swords and knives
8300,delaney & bonnie,comin' home
5043,brian mcknight,the only one for me
11259,the charlie daniels band,the last fallen hero
17062,the black keys,breaking down
10628,vince gill,if i had my way
26216,godsmack,faceless
26213,phil collins,no way out (theme from brother bear)
1408,"peter, paul and mary","i have a song to sing, o!"
3694,pixies,allison
21345,jah shaka,verse 1
12775,louis prima,the music goes 'round and around
8852,pablo cruise,tonight my love
14271,the birthday party,"6"" gold blade"
26805,stone sour,gone sovereign
12806,ella fitzgerald,blue skies
6907,travis scott,can't say
1390,dusty springfield,son of a preacher man
25306,depeche mode,halo
25930,korn,make me bad
19335,glenn miller,beat me daddy eight to the bar
23547,elvis presley,wooden heart
23710,the kinks,where have all the good times gone
13898,the animals,many rivers to cross
26365,dream theater,panic attack
896,the righteous brothers,for sentimental reasons
21397,owen gray,please don't make me
5116,brand new,good to know that if i ever need attention
5229,midtown,give it up
12603,sister rosetta tharpe,cain't no grave hold my body down
9382,eddie rabbitt,years after you
21727,ziggy marley & the melody makers,new time & age
20321,crazy p,heartbreaker
13143,otis redding,i want to thank you
7207,ray price,please don't leave me
4357,rancid,maxwell murder
24411,billy squier,rich kid
10200,delbert mcclinton,got you on my mind
8529,conway twitty,our conscience you and me
11341,martina mcbride,how far
15378,the white stripes,red bowling ball ruth
26000,mark knopfler,sailing to philadelphia
10134,clint black,nothing's news
9586,nrbq,captain lou
918,donovan,josie
5188,gillian welch,look at miss ohio
22042,michael franti & spearhead,chocolate supa highway
15663,black rebel motorcycle club,we're all in love
21045,slim smith,it's alright
3126,arcadia,election day
2684,a flock of seagulls,wishing (if i had a photograph of you)
15841,t-bone walker,how long blues
18423,johnny pacheco,agua de clavelito
23017,snoop lion,rebel way
10709,rhett akins,a thousand memories
3355,the jesus and mary chain,about you
9370,april wine,big city girls
15370,eric clapton,cryin'
21910,burning spear,old timer
3608,tears for fears,year of the knife
21948,the skatalites,two for one
3008,minutemen,do you want new wave or do you want the truth
20942,prince buster,lucky 7
1882,the hollies,love makes the world go round
4747,built to spill,the plan
25125,anthrax,"be all, end all"
17163,dean martin,blue smoke (kohu-auwahi)
5221,akon,lonely
23266,311,inside our home
654,lesley gore,i would
27968,main one,check da skillz
15467,widespread panic,new blue
27848,kxng crooked,one more time
21577,mighty diamonds,bad boy business
24373,bee gees,(our love) don't throw it all away
20696,thank you scientist,prologue: a faint applause...
26010,limp bizkit,rollin' (air raid vehicle)
14696,"bobby ""blue"" bland",get your money where you spend your time
11222,webb pierce,in the jailhouse now
17615,dean martin,cha cha cha d´amour
22857,mr. vegas,i am blessed
27907,black moon,u da man feat. mad lion & smif-n-wessun
26189,skillet,savior
3496,tiffany,all this time
15988,patrick sweany,them shoes
23567,wanda jackson,slippin' and slidin'
25574,nine inch nails,the becoming
11614,keb' mo',life is beautiful
5152,kelis,milkshake
15736,eagles of death metal,kiss the devil
15688,widespread panic,thin air (smells like mississippi)
23425,the holdup,would you
5262,kelly clarkson,because of you
24201,the alan parsons project,some other time
25150,iron maiden,seventh son of a seventh son
2052,josé feliciano,loving her was easier
25544,kenny loggins,the last unicorn
14827,the subdudes,big chief
17096,dean martin,be honest with me
1024,love,a message to pretty
16135,the black crowes,what is home
18778,jonathan butler,barenese
3475,edie brickell & new bohemians,she
27470,boogie down productions,the style you haven't done yet
343,jackie wilson,"a woman, a lover, a friend"
4127,dave matthews band,seek up
838,the supremes,baby love
26973,dave matthews band,what would you say
2548,barry manilow,i made it through the rain
19893,tito nieves,i'll always love you
11126,lee ann womack,does my ring burn your finger
2721,oingo boingo,on the outside
13916,manfred mann's earth band,drowning on dry land/fish soup
7488,patsy cline,your cheatin' heart
6383,avicii,the days
18340,rufus,better days
22366,the movement,no wood
15184,mad season,river of deceit
26323,nine inch nails,right where it belongs
26105,tool,ticks & leeches
2447,xtc,making plans for nigel
9332,the oak ridge boys,i wish you could have turned my head (and left my heart alone)
7218,johnny cash,goodbye little darling
26483,we are scientists,after hours
22312,stephen marley,master blaster (jammin')
18425,the crusaders,street life
4593,death cab for cutie,bend to squares
3588,julee cruise,i remember
22281,the expendables,24/7
17284,tony bennett,give me the simple life
5252,breaking benjamin,so cold
3832,simply red,for your babies
25426,ramones,poison heart
23018,beres hammond,pull up vibes
22480,g. love & special sauce,let the music play
4566,the verve,lucky man
26912,we the kings,queen of hearts
9074,kenny rogers,together again
13260,jimi hendrix,manic depression
24389,eagles,all night long
17868,astrud gilberto,didn't we
7254,don gibson,midnight
18202,"earth, wind & fire",can't hide love
4120,faith hill,piece of my heart
12631,billie holiday,embraceable you
26329,bright eyes,land locked blues
26439,seether,walk away from the sun
17224,louis armstrong,aunt hagar's blues
19671,blue six,pure
10454,lee greenwood,america
5611,the wombats,kill the director
14185,peter frampton,rise up
23751,the rolling stones,sing this all together
16763,dorothy,medicine man
21737,wailing souls,get real
6826,h.e.r.,every kind of way
8669,the marshall tucker band,now she's gone
12825,nina simone,last time for love
3291,the feelies,slipping (into something)
9564,billy bragg,island of no return
26925,the neighbourhood,female robbery
10278,vince gill,take your memory with you
6975,dj khaled,"you stay (feat. meek mill, j balvin, lil baby & jeremih)"
12702,big maybelle,goin' home baby
1482,four tops,it's all in the game
9444,chris ledoux,he's a tryer
12133,sturgill simpson,living the dream
12568,billie holiday,what is this thing called love
15076,morphine,cure for pain
6283,lana del rey,summertime sadness (lana del rey vs. cedric gervais)
13003,chuck berry,still got the blues
18974,peggy lee,why don't you do right (get me some money too)
17026,ty segall,the arms
9427,george strait,a fire i can't put out
4203,the notorious b.i.g.,suicidal thoughts
23227,pepper,big mistake
19546,hank mobley,up a step
27688,"royce da 5'9""",on the run
17290,the dave brubeck quartet,someday my prince will come
20033,bob baldwin,too late
3956,a tribe called quest,hot sex
26752,egypt central,white rabbit
9632,38 special,if i'd been the one
7106,george jones,long time to forget
17800,astrud gilberto,my foolish heart
26168,chevelle,the red
20151,the rippingtons,age of reason
15395,gino washington,around the town
20169,nat king cole,i'm shooting high
26030,soulfly,jumpdafuckup
22273,midnite,bless
20125,have a nice life,bloodhail
2958,new order,your silent face
18391,michael henderson,in the night-time
14087,pat travers,matrial eyes
20850,walt weiskopf,soul eyes
13122,the animals,how you've changed
8528,bobby bare,in the hills of shiloh
7051,lefty frizzell,the long black veil
12660,ella fitzgerald,bli-blip
20304,the dear hunter,we've got a score to settle
16901,the cold stares,under his command
14900,the jeff healey band,hell to pay
2505,the psychedelic furs,imitation of christ
88,johnny mathis,in other words (fly me to the moon)
18018,eddie kendricks,let me run into your lonely heart
27148,bastille,blame
9151,chris ledoux,navajo wrangler
24273,england dan,broken hearted me
3091,sheena easton,sugar walls
11055,dolly parton,high sierra
12093,sara evans,better off (feat. vince gill)
22834,mavado,peppa
16837,black pistol fire,coattails
26891,arcade fire,afterlife
19705,large professor,stay chisel
25985,primer 55,loose
14115,ufo,money money
12419,midland,cheatin’ songs
3914,paul anka,don't ever leave me
8871,pablo cruise,i just wanna believe
1458,donovan,changes
27943,ugk,it's supposed to bubble
3860,2pac,if my homie calls
16092,the wood brothers,walkaway
7083,marty robbins,ribbon of darkness
563,gene chandler,baby that's love
24959,cinderella,nothin' for nothin'
2786,the jam,ghosts
20582,swingrowers,that's right!
24871,rush,grand designs
11424,calexico,corona
8482,the doobie brothers,mamaloi
14269,alice cooper,i am the future
18803,al jarreau,across the midnight sky
12018,kenny chesney,happy on the hey now (a song for kristi)
8498,stephen stills,so begins the task
8972,seals and crofts,one more time
23660,the rolling stones,not fade away
11369,josh turner,in my dreams
15447,queens of the stone age,better living through chemistry
3676,my bloody valentine,off your face
22093,eraserheads,hard to believe
1953,orleans,you've given me something
19347,coleman hawkins,smoke gets in your eyes
9508,the replacements,treatment bound
8829,webb pierce,there stands the glass
25195,great white,house of broken love
27043,natalie grant,king of the world
11287,the band,i shall be released (finale)(ensemble)
16391,black pistol fire,busted and blue
16613,jack white,i think i found the culprit
13230,jefferson airplane,the last wall of the castle
21865,sanchez,here i am
25189,skid row,here i am
219,ricky nelson,don't leave me
15100,cab calloway,tarzan of harlem
24215,queen,fight from the inside
5547,adele,hiding my heart
6215,a$ap rocky,phoenix
9862,tanya tucker,just another love
15949,etta james,holding back the years
27339,grandson,6:00
8130,dolly parton,love and learn
6164,frank ocean,thinkin bout you
4364,silver jews,pet politics
26495,bring me the horizon,chelsea smile
23462,the platters,don't forget
9211,john anderson,the arms of a fool
15015,arc angels,living in a dream
25585,eagles,love will keep us alive
4886,weezer,crab
3660,roy orbison,california blue
10005,baillie & the boys,safe in the arms of love
8011,connie smith,there goes my everything
21228,culture,holy mount zion
24239,sex pistols,holidays in the sun
10865,johnny rodriguez,that's the way love goes
8227,steve young,my sweet love ain't around
1596,carole king,home again
24332,the kinks,(wish i could fly like) superman
11688,drive-by truckers,a ghost to most
24769,iron maiden,the duellists
4496,green day,worry rock
12191,kacey musgraves,good ol' boys club
3437,my bloody valentine,i can see it (but i can't feel it)
6562,demi lovato,stone cold
13868,the doobie brothers,one by one
108,lata mangeshkar,panchhi banoon udti phiroon
26262,godsmack,running blind
20078,susie arioli,blue skies
13941,professor longhair,mess around
12346,chris stapleton,tryin' to untangle my mind
27045,for king & country,shoulders
22835,masicka,dem ago dead
1761,pete townshend,the real me
7272,jean shepard,i'll never be free
130,ghantasala,choopula kalasina subhavela
12103,eric paslay,less than whole
9944,billie jo spears,what i've got in mind
9746,hank williams,the blues come around
506,dee clark,nobody but you
9914,waylon jennings,the crown prince
15400,eric clapton,blue eyes blue
6246,the 1975,settle down
20233,caro emerald,dr. wanna do
12856,elmore james,the sky is crying
10871,clint black,still holding on (with martina mcbride)
23313,ocean alley,bones
13411,the stooges,real cool time
16176,cage the elephant,soil to the sun
16781,joe bonamassa,what i've known for a very long time
7177,ray price,pins and needles
20624,caravan palace,comics
19253,diana krall,i've got the world on a string
20496,bing crosby,moonlight bay
7081,marty robbins,some memories just won't die
22662,alborosie,herbalist
13338,booker t. & the m.g.'s,let's go get stoned
25741,fuel,sunburn
23931,funkadelic,super stupid
3289,pete townshend,save it for later
13438,canned heat,that's all right mama
23195,the hip abduction,crazy
23303,damian marley,nail pon cross
16523,the blackwater fever,can't help yourself
16512,tedeschi trucks band,sweet and low
6075,the cab,temporary bliss
12259,florida georgia line,wish you were on it
11888,casey donahew,regrets
11524,miranda lambert,greyhound bound for nowhere
10182,"crosby, stills & nash",house of broken dreams
26442,12 stones,world so cold
17562,bill evans trio,my foolish heart
6011,go radio,rolling in the deep
20860,ol' burger beats,set it
21931,ziggy marley & the melody makers,today
18482,michael franks,loving you more and more
28349,denzel curry,gook
6270,katy perry,unconditionally
11135,phil vassar,somewhere in between
19499,steve tyrell,give me the simple life
23800,the kinks,do you remember walter?
4744,mariah carey,thank god i found you (feat. joe & 98°)
26452,greensky bluegrass,road to nowhere
12055,craig campbell,outta my head
1522,the hollies,what a life i've led
21131,john holt,doctor love
389,bobby vee,devil or angel
16850,the record company,baby i'm broken
4732,four tops,bernadette
12610,junior wells,little by little
6927,travis scott,yosemite
8777,the marshall tucker band,virginia
3811,richard marx,chains around my heart
17159,dean martin,all i have to give you is my love
1633,paul davis,keep our love alive
832,dusty springfield,wishin' and hopin'
26998,francesca battistelli,giants fall
23583,elvis presley,judy
12351,jordan davis,tough to tie down
4461,soul coughing,super bon bon
7492,johnny cash,accidentally on purpose
25782,foo fighters,monkey wrench
8158,fairport convention,time will show the wiser
19866,ann hampton callaway,slow
11625,luke bryan,first love song
11481,randy rogers band,i never meant to break your heart
11701,t.g. sheppard,devil in the bottle
27037,shinedown,outcast
1303,the impressions,i'm loving nothing
8517,little feat,walkin' all night
21438,the itals,love affair
12472,jon pardi,heartache medication
19709,morcheeba,slow down
16872,all them witches,bulls
12393,brett young,here tonight
16899,the record company,night games
20842,deeb,jazzclub atmosphere
22843,luciano,i can you can
28235,the roots,mellow my man
8146,jerry lee lewis,play me a song i can cry to
5879,michael jackson,hold my hand
15481,widespread panic,trouble
548,pat boone,if dreams came true
22320,wayne wonder,intro
8928,chet atkins,limehouse blues
22707,mishka,long road
12443,sturgill simpson,the dead don't die
18071,gentle giant,the runaway
4469,pennywise,fight till you die
7105,johnny cooper,paper boy
9655,chris ledoux,melodies and memories
1504,joan baez,i live one day at a time
14248,thin lizzy,leave this town
5952,deerhunter,he would have laughed
1599,carole king,smackwater jack
12197,love and theft,whiskey on my breath
12284,jelly roll,heaven
22272,capleton,pure woman
2073,bryan ferry,2hb
25112,queensrÿche,speak
12698,ella fitzgerald,alexander's ragtime band
7606,marty robbins,hawaiian bells
5513,bullet for my valentine,tears don't fall
2560,pat benatar,hit me with your best shot
7571,johnny cash,tell him i'm gone
7747,tammy wynette,i still believe in fairy tales
15684,the vines,animal machine
69,lata mangeshkar,kahan se yeh sholon ka toofan aaya
1480,simon & garfunkel,bye bye love
3433,pet shop boys,always on my mind / in my house
5549,the national,start a war
4380,matchbox twenty,shame
10791,brooks & dunn,more than a margarita
20728,a tribe called quest,mobius
27540,spoonie gee,hit man
24628,iron maiden,run to the hills
17087,ty segall,i sing them
321,"blood, sweat & tears",you've made me so very happy
9076,kenny rogers,i want to make you smile
15012,phish,the mango song
23945,james taylor,don't let me be lonely tonight
10910,sammy kershaw,love of my life
21435,black roots,the father
4761,aqua,around the world
7593,johnny cash,i'd still be there
27223,hollywood undead,whatever it takes
13978,albert collins,when the welfare turns its back on you
15263,j.j. cale,guitar man
4987,nelly,nellyville
17892,king crimson,i talk to the wind
22511,brick & lace,never never
20416,swing republic,fall
17202,duke ellington,prelude to a kiss
5825,breaking benjamin,i will not bow
26056,radiohead,packt like sardines in a crushed tin box
9492,ronnie milsap,we're here to love
25027,anthrax,i'm the man
26485,rise against,from heads unworthy
10492,junior brown,party lights
23918,elton john,rotten peaches
13026,the tymes,my summer love
13398,the stooges,1969
21212,tetrack,isn't it time
9046,the allman brothers band,pegasus
24393,bruce springsteen,point blank
6967,a$ap ferg,wam
17661,dean martin,my heart cries for you
17354,dean martin,you're breaking my heart (mattinata)
10790,cowboy junkies,hold on to me
11969,cassadee pope,torn
16320,vintage trouble,gracefully
10483,nanci griffith,morning song for sally
7842,merle haggard,if i had left it up to you
17018,the heavy,fire
18919,george benson,"here, there and everywhere"
2123,blondie,rifle range
1033,gene pitney,it hurts to be in love
21407,mikey dread,time waster
10994,billy bragg,birds and ships (feat. natalie merchant)
12929,chuck berry,little star
25762,metallica,slither
14883,james cotton,down home blues
28310,mobb deep,freestyle
1398,free,songs of yesterday
9727,john anderson,till i get used to the pain
25255,primus,to defy the laws of tradition
20014,nils landgren funk unit,freak u
13814,bad company,do right by your woman
24148,billy joel,"summer, highland falls"
12322,aaron watson,outta style
9583,reba mcentire,it's not over (if i'm not over you)
27578,slim thug,hoggs on da grind
18533,pieces of a dream,easy road home
3069,pat benatar,we belong
21364,steel pulse,dub marcus say
14676,santana,"deeper, dig deeper"
26224,the rapture,echoes
19114,gorguts,"with their flesh, he'll create"
771,lesley gore,leave me alone
26961,the neighbourhood,honest
4921,ginuwine,differences
10283,steve wariner,the domino theory
1117,the box tops,the letter
15376,the guess who,follow your daughter home
8797,marty robbins,knee deep in the blues
4281,green day,no pride
10293,collin raye,dreaming my dreams with you
2483,xtc,towers of london
8933,charley pride,someone loves you honey
26080,tenacious d,rock your socks
28068,dead obies,where they @
3298,billy bragg,levi stubbs' tears
22959,ballyhoo!,instigator
20476,nightmares on wax,give thx
13705,blue öyster cult,career of evil
16813,benjamin booker,overtime
28109,wifisfuneral,jackie chan
10250,diamond rio,this romeo ain't got julie yet
6510,drake,preach
27845,todd terry,survivor
13301,etta james,it hurts me so much
22602,mo kalamity,vision
19607,rosemary clooney,how about you?
9255,dolly parton,detroit city
15436,julian sas,blues for j
10149,vince gill,ridin' the rodeo
23932,rod stewart,(find a) reason to believe
20839,owane,born in space
23132,jahmiel,gain the world
3773,tina turner,i can't stand the rain
8392,merle haggard,tulare dust
13190,the seeds,just let go
22127,christafari,surrender
1247,the byrds,life in prison
19318,dj shadow,mutual slump
23317,katastro,flashbacks
19680,nightmares on wax,date with destiny
11474,gene autry,home on the range
14345,alice cooper,scarlet and sheba
19301,lamb,gorecki
7202,hank thompson,let me call you sweetheart
7777,lorne greene,fourteen men
25454,peabo bryson,a whole new world (aladdin's theme)
24072,neil young,tired eyes
17529,dean martin,i've grown accustomed to her face
23887,the kinks,powerman
22795,the green,alive
20273,parov stelar,le piaf
24626,kiss,i love it loud
5344,kanye west,celebration
1853,leonard cohen,i tried to leave you
17210,oscar peterson,time on my hands
7669,george jones,just when i needed you
4386,silver jews,ballad of reverend war character
15506,buddy guy,done got old
10029,patty loveless,timber i'm falling in love
19384,moodymann,i can't kick this feeling when it hits
20453,goldfish,take back tomorrow
12399,jason aldean,gettin' warmed up
7121,carl smith,there she goes
14780,mose allison,your molecular structure
19595,orbient,boarding
22250,the expendables,one night stand
1684,todd rundgren,just another onionhead / da da dali
230,cliff richard & the shadows,i'm walkin'
1154,sonny & cher,it's the little things
8487,tom t. hall,that's how i got to memphis
20721,ezra collective,chapter 7 (feat. ty)
10168,chet atkins,sweet dreams
26712,jason gray,remind me who i am
17366,chet baker,i get along without you very well (except sometimes)
2232,the stranglers,(get a) grip (on yourself)
566,roy orbison,night life
1023,herman's hermits,just a little bit better
7439,stonewall jackson,hungry for love
5254,green day,holiday / boulevard of broken dreams
20197,boney james,send one your love
19624,the meters,down by the river
25920,mr. bungle,pink cigarette
8419,graham nash,there's only one
11120,keith whitley,i would have loved you all night long
20891,deca,donner bell
11844,wade bowen,red headed woman
10847,son volt,caryatid easy
9679,hank williams,i wish i had a nickel
2922,china crisis,wishful thinking
5036,ashanti,foolish
22649,cas haley,survive
19999,steve oliver,feeling good
3971,swv,weak
22766,ub40,bring it on home to me
15669,robert cray,times makes two
25645,radiohead,the bends
22201,can't hang,ruff tuff
14109,the marshall tucker band,jimi
25424,bruce springsteen,if i should fall behind
2990,blancmange,blind vision
3081,gloria estefan,don't wanna lose you
21099,dennis brown,let love in
15422,coco montoya,nothing but love
24714,def leppard,too late for love
6888,alesso,remedy
10678,martina mcbride,safe in the arms of love
26477,seether,breakdown
19972,fourplay,sunday morning
310,the brothers four,sama kama wacky brown
18992,joe williams,every day i have the blues (with joe williams)
19845,kay starr,"""it’s a good day"""
